,Superficie,Precio Venta,Fecha Venta,Vendedor
1424,63,516159,2006-03-13,Luisa
1425,86,467410,2005-09-15,Jesús
1426,223,2228439,2005-09-17,Carmen
1427,195,1539135,2005-10-02,Luisa
1428,200,1046800,2006-03-03,María
1429,63,416430,2006-01-09,Pedro
1430,208,1792128,2006-04-15,Jesús
1431,54,264438,2005-08-23,Joaquín
1432,273,1610973,2006-03-21,Pedro
1433,134,572984,2005-12-30,Jesús
1434,80,548000,2005-11-30,Joaquín
1435,175,1428350,2005-11-08,Jesús
1436,261,1435239,2006-03-22,Joaquín
1437,108,1001376,2006-02-10,Carmen
1438,233,1306664,2005-10-30,Luisa
1439,255,1504755,2005-10-31,Luisa
1440,249,2116251,2006-01-14,Carmen
1441,160,1496320,2006-05-08,María
1442,73,672257,2006-02-15,Luisa
1443,204,958392,2006-01-21,Joaquín
1444,137,585812,2006-01-26,Luisa
1445,54,470988,2006-01-02,María
1446,96,567072,2005-10-30,Jesús
1447,188,1579012,2006-04-14,María
1448,85,706690,2006-01-03,Joaquín
1449,69,499698,2005-08-31,Pedro
1450,269,1779435,2006-05-18,Jesús
1451,70,455000,2005-10-22,Pedro
1452,258,1687836,2006-03-25,María
1453,193,1605374,2006-01-13,Joaquín
1454,182,1047774,2006-01-31,Jesús
1455,223,2190752,2006-04-24,Joaquín
1456,93,496806,2006-03-17,Joaquín
1457,277,1691085,2005-11-19,Pedro
1458,76,456532,2005-09-19,Joaquín
1459,228,1039452,2006-01-11,Carmen
1460,129,563085,2005-12-18,Jesús
1461,80,471440,2005-09-28,Luisa
1462,177,1591584,2005-10-30,Joaquín
1463,179,1393157,2005-11-26,Luisa
1464,61,525454,2006-04-10,Luisa
1465,132,802428,2006-02-15,Joaquín
1466,299,2333097,2005-09-15,María
1467,131,1297686,2006-05-01,Carmen
1468,54,419256,2006-03-08,Pedro
1469,274,2690954,2006-05-17,Joaquín
1470,67,485013,2005-11-27,Joaquín
1471,141,1250952,2006-02-26,Luisa
1472,213,1955340,2006-04-23,Jesús
1473,269,2549313,2006-02-20,Carmen
1474,53,216187,2006-04-18,Jesús
1475,248,2172232,2005-09-20,Pedro
1476,73,364270,2006-02-02,María
1477,229,1504301,2006-04-08,Joaquín
1478,51,417231,2006-03-19,Pedro
1479,124,1053628,2006-04-13,María
1480,261,1344933,2005-09-24,Pedro
1481,157,868367,2006-06-03,Jesús
1482,64,368384,2005-09-15,Jesús
1483,282,2677590,2006-04-08,Luisa
1484,151,1484028,2006-03-24,Jesús
1485,167,1121906,2005-11-12,Carmen
1486,109,537915,2006-05-16,Carmen
1487,106,704476,2006-02-07,Joaquín
1488,144,1323792,2005-09-17,Jesús
1489,112,691712,2006-04-10,Pedro
1490,138,1241034,2006-06-05,Carmen
1491,165,1405305,2006-02-01,Carmen
1492,250,1001750,2005-11-23,Joaquín
1493,201,1471320,2006-03-11,Carmen
1494,199,1590010,2006-04-13,Carmen
1495,278,2520904,2006-05-12,Luisa
1496,175,880075,2005-12-15,Jesús
1497,55,256630,2005-10-23,María
1498,175,1084300,2005-10-10,Luisa
1499,125,595750,2006-03-30,Joaquín
1500,52,317044,2006-04-16,Jesús
1501,120,1175160,2005-11-28,Carmen
1502,157,977011,2006-03-03,Carmen
1503,190,778430,2005-11-14,Joaquín
1504,47,220148,2006-06-14,Jesús
1505,256,2512640,2006-03-16,Jesús
1506,118,716260,2006-04-04,Luisa
1507,274,2594780,2006-02-23,María
1508,244,2180628,2006-02-05,Pedro
1509,163,763329,2006-02-05,Joaquín
1510,213,1587063,2006-02-02,Carmen
1511,261,2419209,2006-05-25,María
1512,199,987040,2006-01-11,Luisa
1513,110,781000,2006-02-25,María
1514,200,1689000,2005-09-30,Luisa
1515,182,805714,2006-03-20,Carmen
1516,139,1217501,2005-11-20,Joaquín
1517,151,1456999,2005-10-01,Carmen
1518,74,659858,2006-05-27,Carmen
1519,175,999950,2005-10-30,Carmen
1520,53,399143,2005-11-08,Jesús
1521,40,306120,2005-11-24,Carmen
1522,158,1454232,2006-01-24,Pedro
1523,134,880380,2005-12-11,María
1524,252,2283372,2006-02-12,Carmen
1525,68,586908,2006-05-28,Luisa
1526,50,400600,2005-10-02,María
1527,204,1132608,2005-11-12,María
1528,185,1257075,2006-06-06,María
1529,69,480240,2006-06-07,Jesús
1530,251,2325766,2005-10-20,Joaquín
1531,260,1542580,2006-05-03,Luisa
1532,71,540452,2006-01-24,Jesús
1533,217,1742293,2006-04-13,Pedro
1534,68,456756,2005-11-20,Pedro
1535,43,361759,2005-12-01,Jesús
1536,197,1035826,2006-05-27,Jesús
1537,161,1405852,2006-05-14,Pedro
1538,103,850368,2005-10-30,Carmen
1539,227,2223919,2005-11-19,Joaquín
1540,124,1045816,2006-03-12,Carmen
1541,243,2401083,2006-04-08,Joaquín
1542,53,381494,2005-12-27,Luisa
1543,199,1573493,2006-07-02,Luisa
1544,88,866008,2006-06-23,Pedro
1545,135,1294110,2006-03-08,Jesús
1546,214,1258534,2006-01-27,María
1547,45,330885,2006-04-16,Jesús
1548,59,519259,2005-10-30,María
1549,176,804144,2005-11-24,María
1550,167,944385,2006-02-15,Carmen
1551,108,436428,2006-04-28,Jesús
1552,130,859040,2005-11-06,Joaquín
1553,63,618786,2006-07-07,Luisa
1554,132,708840,2005-11-03,Luisa
1555,183,1388238,2006-06-13,Joaquín
1556,159,1582845,2006-04-15,Pedro
1557,163,830648,2005-10-30,Joaquín
1558,138,824688,2006-05-16,Joaquín
1559,177,1074921,2005-10-25,Luisa
1560,291,1823406,2006-05-02,Pedro
1561,74,583638,2005-10-17,Luisa
1562,206,1881810,2006-07-10,Joaquín
1563,240,1983840,2005-10-18,Pedro
1564,80,533840,2006-05-29,Luisa
1565,140,706440,2006-06-02,Pedro
1566,296,2057496,2005-11-13,Jesús
1567,210,2005080,2006-04-25,Pedro
1568,273,2202837,2006-06-27,María
1569,67,347931,2006-04-28,Pedro
1570,127,583692,2006-01-11,Carmen
1571,300,1716300,2006-04-21,María
1572,202,1271388,2006-01-10,Joaquín
1573,203,1699719,2006-01-10,Jesús
1574,275,1620575,2006-02-18,Joaquín
1575,298,2207286,2006-07-09,Pedro
1576,288,1186560,2005-11-05,Luisa
1577,178,1723040,2006-04-05,Jesús
1578,141,1207101,2006-02-20,María
1579,110,786830,2005-11-18,Carmen
1580,233,2224917,2005-10-27,Jesús
1581,297,2463021,2006-03-13,María
1582,300,1832100,2006-05-02,Carmen
1583,191,916418,2006-02-19,Luisa
1584,203,1026774,2006-07-04,Pedro
1585,291,1447434,2006-02-02,María
1586,101,478639,2006-01-07,Joaquín
1587,245,2170945,2006-05-14,Jesús
1588,287,1607487,2005-11-01,Carmen
1589,142,682168,2006-05-25,Jesús
1590,255,1627920,2006-03-12,Jesús
1591,207,1107864,2006-05-15,Luisa
1592,77,562947,2005-10-25,Luisa
1593,80,568880,2005-10-29,Carmen
1594,96,645408,2006-05-27,Luisa
1595,264,2133120,2006-01-26,María
1596,256,1656064,2006-02-02,Pedro
1597,167,1606206,2005-12-11,Joaquín
1598,245,1311730,2006-01-06,Pedro
1599,114,764370,2006-02-24,Carmen
1600,136,1309544,2005-11-19,Joaquín
1601,115,756355,2006-02-16,Pedro
1602,165,687720,2006-02-20,Carmen
1603,132,807048,2005-10-31,Carmen
1604,260,1301560,2005-12-29,Carmen
1605,211,1951328,2006-01-03,Luisa
1606,106,437674,2005-12-08,Luisa
1607,139,740731,2006-03-14,María
1608,95,563255,2005-11-08,Jesús
1609,245,2292465,2006-06-10,Carmen
1610,71,692037,2006-06-02,Joaquín
1611,275,2110900,2006-07-24,Pedro
1612,84,690396,2006-02-08,Carmen
1613,152,960032,2006-04-11,Luisa
1614,64,399488,2005-12-07,Jesús
1615,126,757260,2006-07-23,Pedro
1616,86,685592,2006-04-29,Pedro
1617,135,990360,2005-12-03,Joaquín
1618,222,1477410,2006-05-06,María
1619,56,375592,2006-02-20,Jesús
1620,286,1658800,2005-11-27,María
1621,233,1782683,2006-07-28,Pedro
1622,47,286747,2006-06-10,Joaquín
1623,59,281548,2006-07-22,Jesús
1624,73,328646,2006-02-01,Carmen
1625,188,1209216,2006-03-14,María
1626,245,1202705,2005-12-10,Jesús
1627,297,2440449,2006-08-03,Carmen
1628,99,942579,2006-03-03,María
1629,69,349623,2006-05-06,Joaquín
1630,300,1900200,2005-12-09,Pedro
1631,48,404352,2006-02-25,Joaquín
1632,201,1522977,2005-11-24,Carmen
1633,92,739864,2006-01-28,Luisa
1634,250,1669250,2006-01-04,María
1635,224,1448384,2005-12-20,Joaquín
1636,112,829808,2006-03-29,Joaquín
1637,184,1156808,2006-04-26,Carmen
1638,300,2155200,2006-08-05,Jesús
1639,162,1297134,2006-02-14,María
1640,93,552513,2006-01-29,Pedro
1641,276,2667816,2005-12-16,Joaquín
1642,130,1246050,2005-11-27,Luisa
1643,269,2384954,2006-02-12,María
1644,133,958132,2006-06-04,Pedro
1645,184,1147608,2006-06-29,Luisa
1646,297,2888325,2005-11-27,Pedro
1647,118,545986,2006-02-27,Pedro
1648,119,906780,2005-11-21,Carmen
1649,57,293037,2005-11-27,Carmen
1650,77,592823,2006-03-25,Pedro
1651,63,601398,2006-03-01,Carmen
1652,159,761928,2006-02-05,Carmen
1653,137,804327,2005-12-17,Joaquín
1654,82,375232,2006-05-22,Jesús
1655,79,411669,2006-08-04,Pedro
1656,89,358670,2006-02-19,Luisa
1657,232,1643256,2006-02-22,María
1658,221,1069640,2006-06-01,Joaquín
1659,212,1926868,2005-11-24,Carmen
1660,58,509356,2006-05-20,Luisa
1661,167,1423007,2006-04-08,Carmen
1662,224,986048,2006-02-10,María
1663,272,2233120,2005-12-13,Luisa
1664,238,2275994,2006-06-15,Joaquín
1665,69,442635,2006-06-15,María
1666,209,843106,2006-01-24,María
1667,103,872204,2005-11-26,María
1668,203,1933372,2006-01-31,Jesús
1669,263,1499889,2006-08-08,Pedro
1670,236,1707224,2006-02-05,Pedro
1671,227,1789214,2005-12-02,Joaquín
1672,223,1509710,2006-01-11,Jesús
1673,242,2290046,2006-01-24,María
1674,216,2045304,2006-04-09,Jesús
1675,239,2181353,2006-06-15,María
1676,300,2625600,2006-01-08,María
1677,48,474864,2006-02-11,Luisa
1678,91,663845,2006-04-07,María
1679,70,615440,2006-04-01,Jesús
1680,284,1459192,2006-07-02,María
1681,265,1441070,2006-08-04,Jesús
1682,101,552773,2005-11-28,Luisa
1683,224,1932448,2006-02-03,Carmen
1684,254,1191260,2006-07-27,Pedro
1685,97,765815,2006-07-15,María
1686,82,700854,2006-04-22,María
1687,252,1923516,2006-05-23,Pedro
1688,108,581580,2006-08-04,Carmen
1689,142,681884,2006-06-12,Carmen
1690,139,785628,2006-01-10,Jesús
1691,78,391950,2006-03-14,Jesús
1692,233,2171327,2006-01-09,Jesús
1693,275,1826825,2006-05-14,Jesús
1694,248,1234048,2006-02-28,Jesús
1695,158,1473982,2006-08-29,Carmen
1696,116,1143412,2006-07-03,María
1697,213,1333593,2006-04-06,Jesús
1698,202,1558430,2006-01-26,Jesús
1699,163,1150128,2006-03-18,Joaquín
1700,245,1517285,2006-05-07,Luisa
1701,198,840312,2006-05-27,Pedro
1702,288,2171520,2006-08-28,Carmen
1703,161,827057,2006-05-05,María
1704,170,1429020,2005-12-14,Pedro
1705,261,2026404,2006-02-05,Carmen
1706,99,938916,2006-09-04,Pedro
1707,205,1762180,2006-05-14,Jesús
1708,173,842683,2006-01-30,Joaquín
1709,272,2074000,2006-08-14,Joaquín
1710,299,1424436,2006-01-17,Carmen
1711,115,907580,2006-07-11,Carmen
1712,201,1333434,2006-02-17,María
1713,129,617652,2006-09-03,Joaquín
1714,100,526800,2006-04-29,Joaquín
1715,187,1031305,2006-02-17,Joaquín
1716,153,824517,2006-05-31,María
1717,218,1911424,2006-07-22,Carmen
1718,121,747659,2006-03-08,Pedro
1719,254,1668526,2005-12-29,Carmen
1720,173,994750,2006-09-02,Joaquín
1721,250,2478000,2006-04-27,Carmen
1722,142,1201462,2006-08-06,Jesús
1723,270,1798470,2006-03-02,Joaquín
1724,145,943805,2006-05-17,Luisa
1725,194,1931658,2005-12-14,Jesús
1726,271,2028164,2006-01-07,María
1727,240,1602720,2006-06-03,Joaquín
1728,185,1230990,2006-05-19,Jesús
1729,194,1490114,2005-12-18,Luisa
1730,223,2143922,2006-04-20,Jesús
1731,66,415866,2006-07-19,María
1732,140,864080,2006-02-08,Carmen
1733,223,974956,2006-07-23,Luisa
1734,258,1430352,2006-01-14,María
1735,176,1043856,2006-05-25,Jesús
1736,94,707914,2006-05-07,Jesús
1737,153,948600,2006-03-30,Jesús
1738,91,838292,2006-04-16,Pedro
1739,145,598705,2005-12-17,María
1740,79,441373,2006-02-02,Carmen
1741,70,428190,2006-02-20,Jesús
1742,292,2630336,2006-01-08,Joaquín
1743,51,425646,2005-12-18,Luisa
1744,132,641520,2006-04-04,Joaquín
1745,193,1540140,2006-08-08,Jesús
1746,240,2183760,2006-01-27,Jesús
1747,111,656676,2006-02-05,Joaquín
1748,123,873546,2006-02-02,Joaquín
1749,117,474084,2006-07-21,Luisa
1750,258,1758786,2006-02-24,Jesús
1751,116,803300,2006-09-13,María
1752,185,1129980,2006-04-10,Pedro
1753,55,433235,2006-03-23,Carmen
1754,182,1305304,2006-06-06,Luisa
1755,85,613275,2006-02-12,Pedro
1756,204,878424,2006-07-23,Carmen
1757,47,403401,2006-01-24,María
1758,232,2133472,2006-05-18,Carmen
1759,98,683844,2006-01-21,Joaquín
1760,214,1689316,2006-01-17,Carmen
1761,191,1514057,2006-09-20,Luisa
1762,78,678132,2006-04-23,María
1763,187,911064,2006-02-24,María
1764,121,490897,2006-09-27,María
1765,231,2299374,2006-05-15,Jesús
1766,82,764240,2006-01-15,Pedro
1767,79,409378,2006-08-15,Luisa
1768,134,549668,2006-08-10,Pedro
1769,164,878712,2006-01-21,María
1770,285,1779825,2006-02-28,María
1771,148,644688,2006-05-22,Jesús
1772,132,850476,2006-05-20,Jesús
1773,193,1033515,2005-12-30,Pedro
1774,53,446313,2006-08-16,Pedro
1775,229,2215117,2006-08-01,Jesús
1776,279,1512738,2006-07-08,Luisa
1777,204,1929228,2006-05-14,Pedro
1778,68,613496,2006-01-18,Jesús
1779,180,979560,2006-06-09,María
1780,55,264385,2006-07-27,Joaquín
1781,258,1146552,2006-07-26,Luisa
1782,300,1506300,2006-04-24,Pedro
1783,85,809115,2006-05-25,María
1784,61,257725,2006-02-27,Jesús
1785,82,359406,2006-09-28,Pedro
1786,299,2669472,2006-06-10,Joaquín
1787,85,658835,2006-07-14,Luisa
1788,85,749275,2006-01-05,María
1789,238,2184364,2006-08-11,Luisa
1790,228,1747392,2006-05-24,Carmen
1791,106,804540,2006-10-02,Pedro
1792,274,1753052,2006-02-28,Joaquín
1793,118,970314,2006-02-15,Luisa
1794,224,1420160,2006-05-03,Jesús
1795,208,1811680,2006-05-31,Jesús
1796,132,882420,2006-10-06,Carmen
1797,211,1522998,2006-06-02,Luisa
1798,289,2249576,2006-06-18,Carmen
1799,160,1319520,2006-08-02,Jesús
1800,127,1204722,2006-07-29,Joaquín
1801,158,909606,2006-06-19,Carmen
1802,253,2378453,2006-09-10,Luisa
1803,116,857936,2006-01-23,Luisa
1804,242,1963104,2006-07-19,Pedro
1805,264,1133352,2006-02-02,Pedro
1806,211,1244056,2006-09-01,María
1807,129,735945,2006-06-08,Joaquín
1808,151,1382707,2006-05-07,María
1809,64,480384,2006-05-15,Carmen
1810,215,1473180,2006-05-12,Pedro
1811,124,945624,2006-05-22,Joaquín
1812,246,2010312,2006-02-21,María
1813,56,346192,2006-04-18,María
1814,72,686232,2006-09-12,Luisa
1815,120,1050000,2006-02-05,Pedro
1816,76,368676,2006-09-29,Luisa
1817,255,2063460,2006-05-25,Luisa
1818,245,1605730,2006-06-20,Pedro
1819,122,497272,2006-08-16,Luisa
1820,207,1556226,2006-06-21,Carmen
1821,84,437640,2006-02-09,María
1822,271,2334123,2006-08-02,Joaquín
1823,257,2136184,2006-04-18,Jesús
1824,262,2390750,2006-03-11,Pedro
1825,228,994536,2006-03-27,Joaquín
1826,145,1169860,2006-05-06,Joaquín
1827,214,1687604,2006-01-22,Luisa
1828,159,724563,2006-08-27,Jesús
1829,202,1867692,2006-03-06,Jesús
1830,156,991224,2006-05-30,Carmen
1831,211,1284568,2006-08-26,Carmen
1832,71,388583,2006-01-18,Jesús
1833,157,1182053,2006-04-09,Joaquín
1834,70,511840,2006-03-20,María
1835,133,745864,2006-06-01,María
1836,46,237176,2006-08-08,María
1837,214,1642664,2006-08-29,Luisa
1838,258,2475510,2006-06-28,Jesús
1839,276,1544496,2006-05-12,Carmen
1840,49,452417,2006-06-19,Luisa
1841,254,2299208,2006-09-05,Pedro
1842,98,955500,2006-07-10,Luisa
1843,107,658157,2006-03-16,Pedro
1844,158,938836,2006-09-05,Jesús
1845,205,1597360,2006-10-15,Carmen
1846,182,1499134,2006-09-07,Joaquín
1847,266,1327606,2006-05-02,María
1848,160,781120,2006-04-10,Pedro
1849,218,991900,2006-05-28,Jesús
1850,162,957582,2006-03-24,Joaquín
1851,164,1421060,2006-10-28,Luisa
1852,224,1422624,2006-03-12,Luisa
1853,249,1878954,2006-10-28,Luisa
1854,160,1263040,2006-02-08,Jesús
1855,284,2467960,2006-04-25,Pedro
1856,254,2394204,2006-08-19,María
1857,103,536733,2006-10-28,María
1858,216,1883088,2006-10-18,Pedro
1859,213,2083779,2006-04-23,María
1860,228,1944840,2006-10-10,María
1861,249,2221329,2006-05-12,Pedro
1862,82,417872,2006-03-23,Luisa
1863,67,304113,2006-06-29,Joaquín
1864,71,299407,2006-04-05,María
1865,70,540890,2006-06-12,Jesús
1866,111,514596,2006-05-27,Luisa
1867,69,667299,2006-10-25,Luisa
1868,259,1074332,2006-02-09,Joaquín
1869,191,1895293,2006-07-21,María
1870,119,523481,2006-10-29,Luisa
1871,233,1644747,2006-05-05,Carmen
1872,122,1162172,2006-02-26,Luisa
1873,128,706560,2006-04-16,Carmen
1874,93,589155,2006-04-22,Carmen
1875,191,1370998,2006-09-07,Joaquín
1876,171,1093887,2006-04-09,Pedro
1877,170,974610,2006-08-18,María
1878,59,265913,2006-05-13,Luisa
1879,153,912798,2006-05-31,Jesús
1880,157,1174203,2006-04-09,Pedro
1881,186,1713990,2006-08-28,María
1882,156,1508988,2006-09-18,Jesús
1883,246,2216214,2006-04-17,María
1884,225,1300500,2006-07-24,Carmen
1885,273,2333058,2006-03-05,Joaquín
1886,156,692484,2006-02-19,Pedro
1887,68,392972,2006-07-27,Pedro
1888,74,341584,2006-04-16,Luisa
1889,251,2070750,2006-09-03,Carmen
1890,89,499735,2006-08-19,María
1891,154,1380764,2006-05-04,Carmen
1892,70,526680,2006-02-17,Joaquín
1893,46,426880,2006-05-16,Luisa
1894,280,1720320,2006-04-05,María
1895,191,804683,2006-02-14,María
1896,62,421290,2006-05-21,Joaquín
1897,163,1179957,2006-06-06,María
1898,114,878940,2006-10-18,Luisa
1899,277,1116587,2006-10-01,Carmen
1900,161,917378,2006-05-04,Carmen
1901,65,431275,2006-08-16,Luisa
1902,145,1213505,2006-11-05,Pedro
1903,220,1601600,2006-05-05,Luisa
1904,87,756900,2006-05-26,Carmen
1905,90,416430,2006-11-01,Jesús
1906,106,501380,2006-10-16,Jesús
1907,51,472668,2006-04-04,María
1908,119,508606,2006-08-17,Carmen
1909,185,1179190,2006-03-14,Luisa
1910,113,1059827,2006-10-21,Joaquín
1911,95,783370,2006-09-04,Jesús
1912,287,1926344,2006-06-18,María
1913,161,914641,2006-04-11,Joaquín
1914,177,1736901,2006-10-24,María
1915,263,2323868,2006-05-25,Pedro
1916,58,426010,2006-03-09,Joaquín
1917,45,301815,2006-10-19,Joaquín
1918,44,363968,2006-09-02,Carmen
1919,243,2347137,2006-07-19,María
1920,87,655893,2006-03-09,Jesús
1921,223,1360523,2006-03-02,Jesús
1922,287,1276289,2006-04-19,María
1923,295,2613405,2006-11-23,Carmen
1924,276,1817736,2006-09-14,Joaquín
1925,103,557127,2006-05-08,Carmen
1926,46,187680,2006-11-13,Luisa
1927,179,1674903,2006-04-30,Jesús
1928,96,854496,2006-03-28,Pedro
1929,276,1539252,2006-09-20,Pedro
1930,288,1228320,2006-09-23,Jesús
1931,88,795696,2006-05-24,María
1932,180,1688040,2006-07-07,Luisa
1933,105,1021230,2006-09-17,Carmen
1934,80,405280,2006-03-29,Carmen
1935,249,1780350,2006-03-14,Luisa
1936,188,1265992,2006-10-21,Luisa
1937,154,783860,2006-05-10,Carmen
1938,137,693631,2006-07-21,Carmen
1939,102,941154,2006-08-11,Pedro
1940,172,1701080,2006-10-06,María
1941,113,747947,2006-06-09,Pedro
1942,289,1406563,2006-08-10,Jesús
1943,210,1527120,2006-06-17,Jesús
1944,264,1545720,2006-06-09,Luisa
1945,264,2147112,2006-05-10,Joaquín
1946,176,1189936,2006-08-12,Carmen
1947,176,1685904,2006-07-29,Pedro
1948,85,693515,2006-03-31,Luisa
1949,67,324213,2006-04-10,Luisa
1950,162,753786,2006-09-26,Jesús
1951,162,1341684,2006-11-09,María
1952,250,2103000,2006-09-13,Jesús
1953,264,1346136,2006-10-25,Joaquín
1954,150,753900,2006-03-30,María
1955,202,1028382,2006-05-07,Pedro
1956,293,2868470,2006-03-18,Luisa
1957,296,1536832,2006-08-22,Joaquín
1958,203,1002211,2006-10-04,María
1959,287,2446962,2006-11-10,María
1960,171,807120,2006-11-21,Pedro
1961,238,2203166,2006-05-01,Carmen
1962,117,536679,2006-07-19,Joaquín
1963,116,804344,2006-04-29,María
1964,57,293949,2006-11-06,Pedro
1965,66,270996,2006-07-04,Luisa
1966,216,2046384,2006-07-03,Pedro
1967,218,1732446,2006-10-05,Jesús
1968,259,1842785,2006-07-19,María
1969,106,856692,2006-06-12,María
1970,135,857925,2006-06-25,Joaquín
1971,154,814968,2006-11-26,María
1972,67,490507,2006-04-01,María
1973,57,387828,2006-03-25,Luisa
1974,147,907137,2006-06-19,Jesús
1975,165,1393095,2006-12-15,Carmen
1976,207,1395387,2006-05-18,Luisa
1977,162,696762,2006-07-06,Pedro
1978,238,2136288,2006-09-01,María
1979,281,2671748,2006-12-18,Carmen
1980,49,425565,2006-05-06,Joaquín
1981,248,1036392,2006-12-03,Luisa
1982,243,2390634,2006-06-26,Luisa
1983,110,701250,2006-11-11,Luisa
1984,289,2789428,2006-04-29,Pedro
1985,190,940500,2006-12-11,Joaquín
1986,139,875978,2006-05-04,Jesús
1987,210,1770930,2006-04-20,María
1988,276,2548584,2006-10-13,Jesús
1989,203,2021880,2006-04-29,Joaquín
1990,274,2456958,2006-10-03,Jesús
1991,116,984144,2006-06-04,Luisa
1992,299,2110342,2006-04-13,Jesús
1993,86,651192,2006-04-23,Luisa
1994,267,2263626,2006-07-04,Pedro
1995,178,1642584,2006-12-18,Luisa
1996,206,1058840,2006-04-02,Jesús
1997,264,2303928,2006-04-17,Luisa
1998,243,1693710,2006-05-23,Pedro
1999,96,456672,2006-07-01,Pedro
2000,265,1348055,2006-07-19,Joaquín
2001,283,1653852,2006-08-28,María
2002,300,1432500,2006-06-21,María
2003,56,296856,2006-06-06,María
2004,142,629628,2006-04-20,Luisa
2005,272,1774528,2006-06-21,Jesús
2006,54,402462,2006-10-06,Pedro
2007,221,1401361,2006-03-30,Jesús
2008,137,927627,2006-12-05,Pedro
2009,158,1040746,2006-09-25,Luisa
2010,259,1555813,2006-09-17,Carmen
2011,94,924866,2006-12-23,Jesús
2012,137,740211,2006-12-12,Pedro
2013,227,2029607,2006-10-20,Carmen
2014,262,1407726,2006-11-01,María
2015,284,2815292,2006-12-07,Jesús
2016,202,1329968,2006-10-22,María
2017,75,545925,2006-09-08,Joaquín
2018,204,1347420,2006-07-13,Jesús
2019,80,322960,2006-12-28,Pedro
2020,150,873000,2006-12-17,Jesús
2021,129,588756,2006-09-05,Carmen
2022,141,763233,2006-12-26,Luisa
2023,271,2471249,2006-04-04,Joaquín
2024,277,1499678,2006-11-03,Luisa
2025,216,1109808,2006-06-24,Joaquín
2026,41,368959,2006-08-29,Carmen
2027,122,680760,2006-05-01,María
2028,179,1176209,2006-06-29,Carmen
2029,229,2219468,2006-07-12,Luisa
2030,233,1450425,2006-07-16,Luisa
2031,116,616192,2006-05-21,María
2032,155,1247750,2006-09-11,María
2033,163,761047,2006-10-16,Luisa
2034,289,1809140,2006-09-12,Joaquín
2035,90,446940,2006-06-26,María
2036,110,700700,2006-04-20,Pedro
2037,283,2107784,2006-04-19,María
2038,199,1139076,2006-06-21,Joaquín
2039,207,2014110,2006-11-01,Joaquín
2040,120,823200,2006-09-02,María
2041,80,539280,2006-08-01,María
2042,280,2346400,2006-05-07,María
2043,107,567742,2006-09-19,Jesús
2044,194,1792560,2006-05-05,Joaquín
2045,256,2331648,2006-11-26,Luisa
2046,249,2053005,2006-07-24,Luisa
2047,170,1102280,2006-08-05,Pedro
2048,275,1856525,2006-09-04,Jesús
2049,180,1741320,2006-06-08,María
2050,130,1275560,2006-11-13,María
2051,68,386036,2006-10-14,Jesús
2052,185,1730675,2006-10-07,María
2053,247,1568697,2006-05-14,Luisa
2054,271,1196465,2006-08-05,Jesús
2055,289,2462280,2007-01-05,Jesús
2056,54,419256,2006-11-30,María
2057,122,1184376,2006-10-03,Luisa
2058,98,738430,2006-12-28,Luisa
2059,207,1437408,2006-08-21,María
2060,261,1615851,2006-12-25,Jesús
2061,54,466722,2006-05-21,Jesús
2062,274,1450556,2006-09-03,María
2063,144,1331856,2006-12-19,Luisa
2064,148,873200,2006-09-26,Pedro
2065,165,1461570,2006-10-17,Carmen
2066,129,562827,2006-11-16,Joaquín
2067,255,2494410,2006-11-22,Luisa
2068,199,1685132,2006-11-07,Joaquín
2069,245,2399040,2006-05-31,Joaquín
2070,272,2487712,2006-04-25,Carmen
2071,93,808170,2006-07-03,Jesús
2072,239,2030783,2006-12-16,María
2073,80,363280,2006-12-19,Pedro
2074,209,1355365,2006-07-01,Joaquín
2075,267,1074675,2006-10-20,Carmen
2076,246,2398008,2006-05-22,Jesús
2077,123,609342,2006-05-10,Carmen
2078,221,1411969,2006-07-26,Pedro
2079,234,2049606,2006-04-21,María
2080,66,500610,2006-05-15,Luisa
2081,114,938562,2006-06-16,María
2082,267,2245203,2006-07-28,María
2083,188,1422220,2006-07-20,María
2084,296,2387832,2006-06-28,María
2085,256,1428480,2006-06-26,Pedro
2086,265,2119735,2006-10-15,Pedro
2087,101,674276,2006-10-30,Luisa
2088,41,255061,2006-12-15,Pedro
2089,178,1104846,2006-06-08,Jesús
2090,171,1298403,2006-08-31,Carmen
2091,85,472685,2006-09-01,Pedro
2092,293,1182841,2006-06-15,María
2093,154,1427118,2006-10-03,Pedro
2094,40,272880,2006-09-01,María
2095,137,831316,2006-11-11,Jesús
2096,190,1469460,2007-01-10,Carmen
2097,123,1133199,2006-09-23,Luisa
2098,144,1247760,2006-08-03,Luisa
2099,80,727680,2006-07-12,Joaquín
2100,220,1522840,2006-05-02,María
2101,197,1489911,2006-04-24,Carmen
2102,229,1447509,2006-04-29,Joaquín
2103,223,1970874,2006-06-08,Joaquín
2104,237,1438827,2006-05-12,Pedro
2105,212,1440540,2006-10-10,Jesús
2106,84,816228,2006-12-22,Jesús
2107,139,1197485,2007-01-24,Pedro
2108,91,528892,2006-12-14,María
2109,273,1528254,2006-06-15,Pedro
2110,261,2233899,2006-10-29,Luisa
2111,81,709560,2006-06-28,Joaquín
2112,258,2111472,2006-05-31,Joaquín
2113,136,656744,2006-05-15,Luisa
2114,254,1713992,2006-07-08,Pedro
2115,294,1355046,2006-10-02,Jesús
2116,95,748790,2007-01-08,Luisa
2117,246,1285842,2006-08-09,Jesús
