,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
1307,1308,2005-04-15,Parking,Venta,Lleida,149,1004707,2006-01-18,Joaquín
1311,1312,2005-04-16,Oficina,Venta,Girona,180,1523880,2005-11-11,Jesús
1316,1317,2005-04-17,Oficina,Venta,Tarragona,93,375999,2006-01-12,Pedro
1321,1322,2005-04-18,Local,Venta,Lleida,245,2396835,2005-08-18,Joaquín
1323,1324,2005-04-19,Oficina,Venta,Girona,48,454416,2005-09-25,Pedro
1326,1327,2005-04-19,Industrial,Venta,Barcelona,43,281521,2005-10-27,Jesús
1328,1329,2005-04-20,Oficina,Venta,Girona,182,1367366,2005-07-21,Carmen
1330,1331,2005-04-21,Piso,Venta,Tarragona,176,1435632,2006-03-10,Luisa
1332,1333,2005-04-21,Industrial,Venta,Tarragona,42,287952,2006-01-01,Carmen
1334,1335,2005-04-22,Local,Venta,Tarragona,229,954930,2005-08-15,María
1337,1338,2005-04-24,Oficina,Venta,Girona,40,163920,2006-04-09,Carmen
1339,1340,2005-04-24,Oficina,Venta,Tarragona,172,1033548,2006-01-01,Carmen
1340,1341,2005-04-25,Local,Venta,Girona,132,1007688,2005-12-26,Luisa
1341,1342,2005-04-25,Parking,Venta,Barcelona,194,1698664,2006-03-20,Carmen
1343,1344,2005-04-25,Parking,Venta,Tarragona,285,1500240,2005-08-20,Carmen
1346,1347,2005-04-26,Local,Venta,Barcelona,115,950015,2005-09-26,Pedro
1347,1348,2005-04-26,Casa,Venta,Lleida,201,1850004,2006-01-15,Joaquín
1348,1349,2005-04-26,Casa,Venta,Barcelona,102,892704,2006-01-22,Joaquín
1350,1351,2005-04-26,Piso,Venta,Tarragona,59,505040,2005-09-08,Carmen
1351,1352,2005-04-27,Piso,Venta,Girona,189,1064637,2005-11-29,Jesús
1353,1354,2005-04-28,Industrial,Venta,Barcelona,242,2418064,2005-10-24,Jesús
1355,1356,2005-04-28,Suelo,Venta,Barcelona,161,1421308,2005-11-12,Pedro
1356,1357,2005-04-28,Local,Venta,Lleida,285,1827420,2006-02-06,Luisa
1357,1358,2005-04-29,Local,Venta,Tarragona,274,2474494,2006-03-25,Carmen
1358,1359,2005-04-29,Parking,Venta,Tarragona,256,1059328,2006-04-17,Jesús
1359,1360,2005-04-29,Parking,Venta,Tarragona,196,1201480,2005-09-18,María
1360,1361,2005-04-30,Local,Venta,Tarragona,186,1179612,2005-10-06,Carmen
1362,1363,2005-04-30,Casa,Venta,Girona,157,729579,2006-01-01,Joaquín
1363,1364,2005-05-01,Industrial,Venta,Lleida,82,783510,2006-02-13,Joaquín
1364,1365,2005-05-01,Casa,Venta,Girona,65,350155,2005-11-14,María
1365,1366,2005-05-01,Suelo,Venta,Tarragona,104,850720,2006-03-28,Pedro
1367,1368,2005-05-02,Oficina,Venta,Tarragona,45,183105,2005-12-06,Joaquín
1371,1372,2005-05-04,Industrial,Venta,Barcelona,286,2633774,2005-09-01,Carmen
1372,1373,2005-05-04,Suelo,Venta,Lleida,224,2211328,2006-02-23,Pedro
1373,1374,2005-05-04,Local,Venta,Barcelona,214,1287210,2005-12-21,Joaquín
1374,1375,2005-05-04,Casa,Venta,Girona,175,1363950,2005-09-11,Jesús
1375,1376,2005-05-04,Casa,Venta,Lleida,104,609128,2005-12-27,María
1376,1377,2005-05-05,Industrial,Venta,Tarragona,128,832000,2005-10-06,Luisa
1379,1380,2005-05-06,Industrial,Venta,Girona,192,958464,2005-08-13,Jesús
1381,1382,2005-05-06,Parking,Venta,Tarragona,248,1352096,2006-03-14,Jesús
1382,1383,2005-05-06,Industrial,Venta,Girona,167,814793,2006-02-27,Luisa
1384,1385,2005-05-08,Parking,Venta,Barcelona,258,2066064,2005-11-25,María
1387,1388,2005-05-08,Casa,Venta,Girona,270,2288520,2005-11-02,Joaquín
1388,1389,2005-05-08,Parking,Venta,Girona,203,1892772,2006-03-26,María
1389,1390,2005-05-09,Oficina,Venta,Lleida,111,924741,2006-03-15,Carmen
1392,1393,2005-05-09,Oficina,Venta,Tarragona,44,305756,2005-11-02,Carmen
1393,1394,2005-05-09,Casa,Venta,Barcelona,254,2011934,2006-03-04,Jesús
1394,1395,2005-05-10,Local,Venta,Girona,252,1923264,2005-09-21,Carmen
1398,1399,2005-05-11,Oficina,Venta,Girona,166,804768,2005-12-04,María
1399,1400,2005-05-13,Suelo,Venta,Lleida,190,1670100,2005-11-10,María
1400,1401,2005-05-13,Casa,Venta,Barcelona,280,2349200,2006-04-13,Pedro
1401,1402,2005-05-13,Industrial,Venta,Tarragona,155,1133050,2006-02-28,Pedro
1403,1404,2005-05-15,Local,Venta,Barcelona,188,1453428,2005-09-14,Joaquín
1404,1405,2005-05-15,Parking,Venta,Girona,71,493166,2005-12-08,Joaquín
1405,1406,2005-05-15,Parking,Venta,Barcelona,163,1531222,2005-10-28,Joaquín
1406,1407,2005-05-16,Oficina,Venta,Tarragona,233,1864000,2005-12-06,Luisa
1407,1408,2005-05-16,Parking,Venta,Barcelona,185,1384355,2005-11-15,Luisa
1408,1409,2005-05-16,Industrial,Venta,Lleida,206,1733696,2005-09-16,Pedro
1409,1410,2005-05-18,Oficina,Venta,Tarragona,80,662000,2006-04-08,Carmen
1412,1413,2005-05-18,Oficina,Venta,Barcelona,159,742848,2005-10-12,Joaquín
1416,1417,2005-05-21,Piso,Venta,Tarragona,262,1137866,2005-10-23,Joaquín
1419,1420,2005-05-21,Oficina,Venta,Tarragona,169,1040871,2005-09-02,Pedro
1420,1421,2005-05-22,Industrial,Venta,Barcelona,196,1584856,2005-09-02,Joaquín
1424,1425,2005-05-23,Parking,Venta,Barcelona,63,516159,2006-03-13,Luisa
1429,1430,2005-05-25,Industrial,Venta,Lleida,63,416430,2006-01-09,Pedro
1430,1431,2005-05-25,Piso,Venta,Barcelona,208,1792128,2006-04-15,Jesús
1431,1432,2005-05-25,Suelo,Venta,Barcelona,54,264438,2005-08-23,Joaquín
1433,1434,2005-05-27,Parking,Venta,Tarragona,134,572984,2005-12-30,Jesús
1435,1436,2005-05-27,Industrial,Venta,Lleida,175,1428350,2005-11-08,Jesús
1436,1437,2005-05-27,Industrial,Venta,Barcelona,261,1435239,2006-03-22,Joaquín
1437,1438,2005-05-28,Parking,Venta,Lleida,108,1001376,2006-02-10,Carmen
1438,1439,2005-05-28,Industrial,Venta,Girona,233,1306664,2005-10-30,Luisa
1439,1440,2005-05-28,Parking,Venta,Girona,255,1504755,2005-10-31,Luisa
1441,1442,2005-05-29,Industrial,Venta,Barcelona,160,1496320,2006-05-08,María
1445,1446,2005-05-30,Parking,Venta,Tarragona,54,470988,2006-01-02,María
1450,1451,2005-06-02,Suelo,Venta,Barcelona,269,1779435,2006-05-18,Jesús
1451,1452,2005-06-03,Industrial,Venta,Girona,70,455000,2005-10-22,Pedro
1454,1455,2005-06-04,Casa,Venta,Tarragona,182,1047774,2006-01-31,Jesús
1455,1456,2005-06-05,Oficina,Venta,Tarragona,223,2190752,2006-04-24,Joaquín
1456,1457,2005-06-05,Oficina,Venta,Lleida,93,496806,2006-03-17,Joaquín
1457,1458,2005-06-05,Parking,Venta,Girona,277,1691085,2005-11-19,Pedro
1458,1459,2005-06-05,Industrial,Venta,Girona,76,456532,2005-09-19,Joaquín
1460,1461,2005-06-06,Local,Venta,Girona,129,563085,2005-12-18,Jesús
1461,1462,2005-06-06,Piso,Venta,Lleida,80,471440,2005-09-28,Luisa
1463,1464,2005-06-07,Casa,Venta,Girona,179,1393157,2005-11-26,Luisa
1465,1466,2005-06-08,Suelo,Venta,Barcelona,132,802428,2006-02-15,Joaquín
1466,1467,2005-06-09,Casa,Venta,Lleida,299,2333097,2005-09-15,María
1472,1473,2005-06-10,Piso,Venta,Barcelona,213,1955340,2006-04-23,Jesús
1478,1479,2005-06-13,Industrial,Venta,Tarragona,51,417231,2006-03-19,Pedro
1479,1480,2005-06-13,Oficina,Venta,Barcelona,124,1053628,2006-04-13,María
1482,1483,2005-06-13,Oficina,Venta,Barcelona,64,368384,2005-09-15,Jesús
1484,1485,2005-06-14,Oficina,Venta,Barcelona,151,1484028,2006-03-24,Jesús
1486,1487,2005-06-15,Casa,Venta,Lleida,109,537915,2006-05-16,Carmen
1488,1489,2005-06-15,Suelo,Venta,Lleida,144,1323792,2005-09-17,Jesús
1489,1490,2005-06-16,Parking,Venta,Barcelona,112,691712,2006-04-10,Pedro
1494,1495,2005-06-17,Casa,Venta,Girona,199,1590010,2006-04-13,Carmen
1495,1496,2005-06-18,Suelo,Venta,Lleida,278,2520904,2006-05-12,Luisa
1496,1497,2005-06-18,Piso,Venta,Tarragona,175,880075,2005-12-15,Jesús
1499,1500,2005-06-20,Industrial,Venta,Lleida,125,595750,2006-03-30,Joaquín
1500,1501,2005-06-21,Suelo,Venta,Lleida,52,317044,2006-04-16,Jesús
1501,1502,2005-06-21,Industrial,Venta,Girona,120,1175160,2005-11-28,Carmen
1503,1504,2005-06-21,Industrial,Venta,Girona,190,778430,2005-11-14,Joaquín
1504,1505,2005-06-22,Suelo,Venta,Tarragona,47,220148,2006-06-14,Jesús
1506,1507,2005-06-22,Parking,Venta,Tarragona,118,716260,2006-04-04,Luisa
1507,1508,2005-06-22,Casa,Venta,Girona,274,2594780,2006-02-23,María
1508,1509,2005-06-22,Piso,Venta,Girona,244,2180628,2006-02-05,Pedro
1509,1510,2005-06-22,Parking,Venta,Tarragona,163,763329,2006-02-05,Joaquín
1510,1511,2005-06-23,Piso,Venta,Lleida,213,1587063,2006-02-02,Carmen
1512,1513,2005-06-24,Piso,Venta,Lleida,199,987040,2006-01-11,Luisa
1515,1516,2005-06-27,Industrial,Venta,Lleida,182,805714,2006-03-20,Carmen
1518,1519,2005-06-28,Piso,Venta,Lleida,74,659858,2006-05-27,Carmen
1519,1520,2005-06-28,Local,Venta,Lleida,175,999950,2005-10-30,Carmen
1521,1522,2005-06-29,Suelo,Venta,Barcelona,40,306120,2005-11-24,Carmen
1522,1523,2005-06-29,Local,Venta,Lleida,158,1454232,2006-01-24,Pedro
1524,1525,2005-06-30,Local,Venta,Tarragona,252,2283372,2006-02-12,Carmen
1525,1526,2005-06-30,Oficina,Venta,Girona,68,586908,2006-05-28,Luisa
1526,1527,2005-06-30,Parking,Venta,Tarragona,50,400600,2005-10-02,María
1530,1531,2005-07-01,Local,Venta,Lleida,251,2325766,2005-10-20,Joaquín
1534,1535,2005-07-04,Suelo,Venta,Tarragona,68,456756,2005-11-20,Pedro
1535,1536,2005-07-04,Parking,Venta,Girona,43,361759,2005-12-01,Jesús
1536,1537,2005-07-04,Piso,Venta,Barcelona,197,1035826,2006-05-27,Jesús
1538,1539,2005-07-04,Oficina,Venta,Tarragona,103,850368,2005-10-30,Carmen
1540,1541,2005-07-06,Local,Venta,Lleida,124,1045816,2006-03-12,Carmen
1541,1542,2005-07-06,Industrial,Venta,Tarragona,243,2401083,2006-04-08,Joaquín
1542,1543,2005-07-06,Oficina,Venta,Girona,53,381494,2005-12-27,Luisa
1543,1544,2005-07-06,Parking,Venta,Lleida,199,1573493,2006-07-02,Luisa
1544,1545,2005-07-06,Oficina,Venta,Lleida,88,866008,2006-06-23,Pedro
1546,1547,2005-07-07,Piso,Venta,Barcelona,214,1258534,2006-01-27,María
1551,1552,2005-07-10,Parking,Venta,Barcelona,108,436428,2006-04-28,Jesús
1553,1554,2005-07-11,Suelo,Venta,Barcelona,63,618786,2006-07-07,Luisa
1556,1557,2005-07-12,Local,Venta,Barcelona,159,1582845,2006-04-15,Pedro
1561,1562,2005-07-15,Local,Venta,Girona,74,583638,2005-10-17,Luisa
1562,1563,2005-07-15,Suelo,Venta,Girona,206,1881810,2006-07-10,Joaquín
1563,1564,2005-07-15,Parking,Venta,Lleida,240,1983840,2005-10-18,Pedro
1564,1565,2005-07-16,Piso,Venta,Tarragona,80,533840,2006-05-29,Luisa
1570,1571,2005-07-18,Casa,Venta,Barcelona,127,583692,2006-01-11,Carmen
1572,1573,2005-07-18,Local,Venta,Barcelona,202,1271388,2006-01-10,Joaquín
1574,1575,2005-07-19,Industrial,Venta,Barcelona,275,1620575,2006-02-18,Joaquín
1577,1578,2005-07-20,Local,Venta,Girona,178,1723040,2006-04-05,Jesús
1578,1579,2005-07-20,Suelo,Venta,Tarragona,141,1207101,2006-02-20,María
1579,1580,2005-07-21,Piso,Venta,Tarragona,110,786830,2005-11-18,Carmen
1583,1584,2005-07-22,Industrial,Venta,Girona,191,916418,2006-02-19,Luisa
1584,1585,2005-07-22,Casa,Venta,Girona,203,1026774,2006-07-04,Pedro
1585,1586,2005-07-22,Industrial,Venta,Tarragona,291,1447434,2006-02-02,María
1586,1587,2005-07-23,Parking,Venta,Lleida,101,478639,2006-01-07,Joaquín
1588,1589,2005-07-23,Casa,Venta,Lleida,287,1607487,2005-11-01,Carmen
1589,1590,2005-07-23,Suelo,Venta,Lleida,142,682168,2006-05-25,Jesús
1590,1591,2005-07-24,Parking,Venta,Tarragona,255,1627920,2006-03-12,Jesús
1591,1592,2005-07-24,Parking,Venta,Barcelona,207,1107864,2006-05-15,Luisa
1593,1594,2005-07-25,Local,Venta,Girona,80,568880,2005-10-29,Carmen
1594,1595,2005-07-25,Parking,Venta,Lleida,96,645408,2006-05-27,Luisa
1596,1597,2005-07-26,Parking,Venta,Lleida,256,1656064,2006-02-02,Pedro
1600,1601,2005-07-28,Industrial,Venta,Lleida,136,1309544,2005-11-19,Joaquín
1603,1604,2005-07-29,Suelo,Venta,Tarragona,132,807048,2005-10-31,Carmen
1607,1608,2005-08-01,Oficina,Venta,Barcelona,139,740731,2006-03-14,María
1609,1610,2005-08-01,Piso,Venta,Lleida,245,2292465,2006-06-10,Carmen
1611,1612,2005-08-03,Oficina,Venta,Lleida,275,2110900,2006-07-24,Pedro
1614,1615,2005-08-03,Oficina,Venta,Girona,64,399488,2005-12-07,Jesús
1620,1621,2005-08-04,Casa,Venta,Girona,286,1658800,2005-11-27,María
1621,1622,2005-08-04,Industrial,Venta,Tarragona,233,1782683,2006-07-28,Pedro
1625,1626,2005-08-05,Local,Venta,Barcelona,188,1209216,2006-03-14,María
1626,1627,2005-08-06,Parking,Venta,Barcelona,245,1202705,2005-12-10,Jesús
1627,1628,2005-08-06,Parking,Venta,Girona,297,2440449,2006-08-03,Carmen
1632,1633,2005-08-07,Suelo,Venta,Lleida,201,1522977,2005-11-24,Carmen
1633,1634,2005-08-07,Industrial,Venta,Girona,92,739864,2006-01-28,Luisa
1635,1636,2005-08-08,Suelo,Venta,Girona,224,1448384,2005-12-20,Joaquín
1636,1637,2005-08-08,Parking,Venta,Barcelona,112,829808,2006-03-29,Joaquín
1637,1638,2005-08-08,Piso,Venta,Girona,184,1156808,2006-04-26,Carmen
1638,1639,2005-08-09,Parking,Venta,Lleida,300,2155200,2006-08-05,Jesús
1641,1642,2005-08-10,Industrial,Venta,Lleida,276,2667816,2005-12-16,Joaquín
1643,1644,2005-08-10,Local,Venta,Barcelona,269,2384954,2006-02-12,María
1645,1646,2005-08-11,Parking,Venta,Girona,184,1147608,2006-06-29,Luisa
1646,1647,2005-08-12,Local,Venta,Tarragona,297,2888325,2005-11-27,Pedro
1647,1648,2005-08-12,Casa,Venta,Tarragona,118,545986,2006-02-27,Pedro
1648,1649,2005-08-14,Local,Venta,Barcelona,119,906780,2005-11-21,Carmen
1650,1651,2005-08-14,Parking,Venta,Lleida,77,592823,2006-03-25,Pedro
1660,1661,2005-08-17,Oficina,Venta,Barcelona,58,509356,2006-05-20,Luisa
1661,1662,2005-08-17,Piso,Venta,Lleida,167,1423007,2006-04-08,Carmen
1663,1664,2005-08-19,Oficina,Venta,Girona,272,2233120,2005-12-13,Luisa
1666,1667,2005-08-22,Local,Venta,Barcelona,209,843106,2006-01-24,María
1669,1670,2005-08-23,Local,Venta,Tarragona,263,1499889,2006-08-08,Pedro
1670,1671,2005-08-24,Industrial,Venta,Tarragona,236,1707224,2006-02-05,Pedro
1671,1672,2005-08-25,Oficina,Venta,Girona,227,1789214,2005-12-02,Joaquín
1672,1673,2005-08-26,Industrial,Venta,Lleida,223,1509710,2006-01-11,Jesús
1673,1674,2005-08-26,Casa,Venta,Girona,242,2290046,2006-01-24,María
1675,1676,2005-08-27,Oficina,Venta,Tarragona,239,2181353,2006-06-15,María
1676,1677,2005-08-27,Industrial,Venta,Lleida,300,2625600,2006-01-08,María
1677,1678,2005-08-27,Oficina,Venta,Lleida,48,474864,2006-02-11,Luisa
1678,1679,2005-08-27,Oficina,Venta,Barcelona,91,663845,2006-04-07,María
1680,1681,2005-08-28,Casa,Venta,Girona,284,1459192,2006-07-02,María
1682,1683,2005-08-28,Suelo,Venta,Tarragona,101,552773,2005-11-28,Luisa
1685,1686,2005-08-28,Piso,Venta,Lleida,97,765815,2006-07-15,María
1689,1690,2005-08-30,Parking,Venta,Girona,142,681884,2006-06-12,Carmen
1690,1691,2005-08-30,Casa,Venta,Tarragona,139,785628,2006-01-10,Jesús
1691,1692,2005-08-30,Local,Venta,Lleida,78,391950,2006-03-14,Jesús
1692,1693,2005-08-30,Suelo,Venta,Lleida,233,2171327,2006-01-09,Jesús
1693,1694,2005-08-31,Local,Venta,Girona,275,1826825,2006-05-14,Jesús
1695,1696,2005-08-31,Industrial,Venta,Barcelona,158,1473982,2006-08-29,Carmen
1696,1697,2005-09-01,Industrial,Venta,Girona,116,1143412,2006-07-03,María
1699,1700,2005-09-03,Parking,Venta,Barcelona,163,1150128,2006-03-18,Joaquín
1700,1701,2005-09-03,Piso,Venta,Barcelona,245,1517285,2006-05-07,Luisa
1702,1703,2005-09-06,Industrial,Venta,Lleida,288,2171520,2006-08-28,Carmen
1703,1704,2005-09-06,Industrial,Venta,Barcelona,161,827057,2006-05-05,María
1709,1710,2005-09-07,Local,Venta,Barcelona,272,2074000,2006-08-14,Joaquín
1710,1711,2005-09-08,Local,Venta,Barcelona,299,1424436,2006-01-17,Carmen
1712,1713,2005-09-09,Piso,Venta,Girona,201,1333434,2006-02-17,María
1713,1714,2005-09-09,Suelo,Venta,Barcelona,129,617652,2006-09-03,Joaquín
1715,1716,2005-09-09,Oficina,Venta,Tarragona,187,1031305,2006-02-17,Joaquín
1717,1718,2005-09-09,Local,Venta,Barcelona,218,1911424,2006-07-22,Carmen
1718,1719,2005-09-10,Industrial,Venta,Lleida,121,747659,2006-03-08,Pedro
1719,1720,2005-09-10,Local,Venta,Barcelona,254,1668526,2005-12-29,Carmen
1723,1724,2005-09-10,Parking,Venta,Tarragona,270,1798470,2006-03-02,Joaquín
1726,1727,2005-09-11,Industrial,Venta,Tarragona,271,2028164,2006-01-07,María
1728,1729,2005-09-11,Suelo,Venta,Tarragona,185,1230990,2006-05-19,Jesús
1729,1730,2005-09-12,Oficina,Venta,Tarragona,194,1490114,2005-12-18,Luisa
1730,1731,2005-09-12,Parking,Venta,Tarragona,223,2143922,2006-04-20,Jesús
1731,1732,2005-09-12,Oficina,Venta,Barcelona,66,415866,2006-07-19,María
1732,1733,2005-09-13,Industrial,Venta,Barcelona,140,864080,2006-02-08,Carmen
1736,1737,2005-09-14,Piso,Venta,Barcelona,94,707914,2006-05-07,Jesús
1739,1740,2005-09-16,Local,Venta,Tarragona,145,598705,2005-12-17,María
1740,1741,2005-09-16,Oficina,Venta,Tarragona,79,441373,2006-02-02,Carmen
1741,1742,2005-09-17,Parking,Venta,Girona,70,428190,2006-02-20,Jesús
1742,1743,2005-09-17,Casa,Venta,Girona,292,2630336,2006-01-08,Joaquín
1743,1744,2005-09-17,Piso,Venta,Tarragona,51,425646,2005-12-18,Luisa
1744,1745,2005-09-17,Casa,Venta,Tarragona,132,641520,2006-04-04,Joaquín
1749,1750,2005-09-21,Local,Venta,Girona,117,474084,2006-07-21,Luisa
1751,1752,2005-09-21,Piso,Venta,Tarragona,116,803300,2006-09-13,María
1753,1754,2005-09-21,Piso,Venta,Lleida,55,433235,2006-03-23,Carmen
1754,1755,2005-09-22,Casa,Venta,Barcelona,182,1305304,2006-06-06,Luisa
1758,1759,2005-09-25,Casa,Venta,Tarragona,232,2133472,2006-05-18,Carmen
1760,1761,2005-09-26,Piso,Venta,Lleida,214,1689316,2006-01-17,Carmen
1761,1762,2005-09-26,Casa,Venta,Girona,191,1514057,2006-09-20,Luisa
1765,1766,2005-09-29,Oficina,Venta,Barcelona,231,2299374,2006-05-15,Jesús
1766,1767,2005-09-29,Parking,Venta,Lleida,82,764240,2006-01-15,Pedro
1768,1769,2005-10-01,Oficina,Venta,Tarragona,134,549668,2006-08-10,Pedro
1769,1770,2005-10-01,Piso,Venta,Barcelona,164,878712,2006-01-21,María
1772,1773,2005-10-01,Casa,Venta,Barcelona,132,850476,2006-05-20,Jesús
1773,1774,2005-10-01,Casa,Venta,Lleida,193,1033515,2005-12-30,Pedro
1774,1775,2005-10-01,Local,Venta,Girona,53,446313,2006-08-16,Pedro
1775,1776,2005-10-01,Parking,Venta,Tarragona,229,2215117,2006-08-01,Jesús
1776,1777,2005-10-02,Local,Venta,Girona,279,1512738,2006-07-08,Luisa
1779,1780,2005-10-02,Casa,Venta,Barcelona,180,979560,2006-06-09,María
1780,1781,2005-10-02,Casa,Venta,Barcelona,55,264385,2006-07-27,Joaquín
1782,1783,2005-10-03,Piso,Venta,Lleida,300,1506300,2006-04-24,Pedro
1784,1785,2005-10-03,Oficina,Venta,Tarragona,61,257725,2006-02-27,Jesús
1785,1786,2005-10-03,Casa,Venta,Lleida,82,359406,2006-09-28,Pedro
1786,1787,2005-10-03,Parking,Venta,Tarragona,299,2669472,2006-06-10,Joaquín
1787,1788,2005-10-03,Parking,Venta,Girona,85,658835,2006-07-14,Luisa
1789,1790,2005-10-04,Local,Venta,Girona,238,2184364,2006-08-11,Luisa
1791,1792,2005-10-05,Local,Venta,Barcelona,106,804540,2006-10-02,Pedro
1794,1795,2005-10-05,Oficina,Venta,Barcelona,224,1420160,2006-05-03,Jesús
1799,1800,2005-10-06,Industrial,Venta,Lleida,160,1319520,2006-08-02,Jesús
1800,1801,2005-10-06,Piso,Venta,Tarragona,127,1204722,2006-07-29,Joaquín
1801,1802,2005-10-07,Oficina,Venta,Barcelona,158,909606,2006-06-19,Carmen
1802,1803,2005-10-07,Casa,Venta,Lleida,253,2378453,2006-09-10,Luisa
1803,1804,2005-10-07,Suelo,Venta,Barcelona,116,857936,2006-01-23,Luisa
1804,1805,2005-10-07,Suelo,Venta,Barcelona,242,1963104,2006-07-19,Pedro
1805,1806,2005-10-08,Industrial,Venta,Tarragona,264,1133352,2006-02-02,Pedro
1807,1808,2005-10-09,Local,Venta,Lleida,129,735945,2006-06-08,Joaquín
1809,1810,2005-10-11,Industrial,Venta,Barcelona,64,480384,2006-05-15,Carmen
1810,1811,2005-10-12,Oficina,Venta,Lleida,215,1473180,2006-05-12,Pedro
1811,1812,2005-10-12,Oficina,Venta,Barcelona,124,945624,2006-05-22,Joaquín
1815,1816,2005-10-12,Industrial,Venta,Tarragona,120,1050000,2006-02-05,Pedro
1816,1817,2005-10-13,Industrial,Venta,Girona,76,368676,2006-09-29,Luisa
1817,1818,2005-10-13,Local,Venta,Lleida,255,2063460,2006-05-25,Luisa
1818,1819,2005-10-13,Casa,Venta,Lleida,245,1605730,2006-06-20,Pedro
1819,1820,2005-10-14,Industrial,Venta,Lleida,122,497272,2006-08-16,Luisa
1821,1822,2005-10-15,Casa,Venta,Girona,84,437640,2006-02-09,María
1824,1825,2005-10-15,Piso,Venta,Girona,262,2390750,2006-03-11,Pedro
1825,1826,2005-10-16,Suelo,Venta,Barcelona,228,994536,2006-03-27,Joaquín
1826,1827,2005-10-16,Oficina,Venta,Girona,145,1169860,2006-05-06,Joaquín
1827,1828,2005-10-16,Local,Venta,Barcelona,214,1687604,2006-01-22,Luisa
1829,1830,2005-10-17,Oficina,Venta,Lleida,202,1867692,2006-03-06,Jesús
1830,1831,2005-10-17,Oficina,Venta,Tarragona,156,991224,2006-05-30,Carmen
1834,1835,2005-10-19,Oficina,Venta,Tarragona,70,511840,2006-03-20,María
1841,1842,2005-10-22,Industrial,Venta,Lleida,254,2299208,2006-09-05,Pedro
1847,1848,2005-10-27,Oficina,Venta,Girona,266,1327606,2006-05-02,María
1848,1849,2005-10-28,Casa,Venta,Girona,160,781120,2006-04-10,Pedro
1850,1851,2005-10-28,Parking,Venta,Tarragona,162,957582,2006-03-24,Joaquín
1853,1854,2005-10-28,Suelo,Venta,Barcelona,249,1878954,2006-10-28,Luisa
1854,1855,2005-10-29,Casa,Venta,Girona,160,1263040,2006-02-08,Jesús
1855,1856,2005-10-29,Casa,Venta,Girona,284,2467960,2006-04-25,Pedro
1856,1857,2005-10-30,Local,Venta,Lleida,254,2394204,2006-08-19,María
1860,1861,2005-11-02,Suelo,Venta,Lleida,228,1944840,2006-10-10,María
1861,1862,2005-11-02,Parking,Venta,Barcelona,249,2221329,2006-05-12,Pedro
1862,1863,2005-11-02,Suelo,Venta,Tarragona,82,417872,2006-03-23,Luisa
1864,1865,2005-11-03,Casa,Venta,Lleida,71,299407,2006-04-05,María
1865,1866,2005-11-03,Suelo,Venta,Lleida,70,540890,2006-06-12,Jesús
1866,1867,2005-11-03,Parking,Venta,Tarragona,111,514596,2006-05-27,Luisa
1867,1868,2005-11-04,Suelo,Venta,Girona,69,667299,2006-10-25,Luisa
1868,1869,2005-11-04,Piso,Venta,Girona,259,1074332,2006-02-09,Joaquín
1869,1870,2005-11-04,Suelo,Venta,Girona,191,1895293,2006-07-21,María
1870,1871,2005-11-05,Oficina,Venta,Girona,119,523481,2006-10-29,Luisa
1873,1874,2005-11-07,Piso,Venta,Lleida,128,706560,2006-04-16,Carmen
1874,1875,2005-11-07,Oficina,Venta,Lleida,93,589155,2006-04-22,Carmen
1876,1877,2005-11-08,Oficina,Venta,Tarragona,171,1093887,2006-04-09,Pedro
1877,1878,2005-11-08,Local,Venta,Girona,170,974610,2006-08-18,María
1878,1879,2005-11-08,Piso,Venta,Tarragona,59,265913,2006-05-13,Luisa
1884,1885,2005-11-12,Suelo,Venta,Tarragona,225,1300500,2006-07-24,Carmen
1886,1887,2005-11-13,Parking,Venta,Barcelona,156,692484,2006-02-19,Pedro
1887,1888,2005-11-13,Suelo,Venta,Tarragona,68,392972,2006-07-27,Pedro
1889,1890,2005-11-13,Oficina,Venta,Tarragona,251,2070750,2006-09-03,Carmen
1891,1892,2005-11-13,Industrial,Venta,Tarragona,154,1380764,2006-05-04,Carmen
1893,1894,2005-11-14,Parking,Venta,Girona,46,426880,2006-05-16,Luisa
1894,1895,2005-11-14,Suelo,Venta,Lleida,280,1720320,2006-04-05,María
1895,1896,2005-11-14,Oficina,Venta,Lleida,191,804683,2006-02-14,María
1899,1900,2005-11-16,Local,Venta,Tarragona,277,1116587,2006-10-01,Carmen
1902,1903,2005-11-19,Parking,Venta,Barcelona,145,1213505,2006-11-05,Pedro
1903,1904,2005-11-19,Oficina,Venta,Tarragona,220,1601600,2006-05-05,Luisa
1906,1907,2005-11-20,Suelo,Venta,Tarragona,106,501380,2006-10-16,Jesús
1907,1908,2005-11-21,Parking,Venta,Lleida,51,472668,2006-04-04,María
1911,1912,2005-11-22,Industrial,Venta,Girona,95,783370,2006-09-04,Jesús
1915,1916,2005-11-22,Oficina,Venta,Lleida,263,2323868,2006-05-25,Pedro
1916,1917,2005-11-23,Local,Venta,Tarragona,58,426010,2006-03-09,Joaquín
1917,1918,2005-11-23,Parking,Venta,Girona,45,301815,2006-10-19,Joaquín
1919,1920,2005-11-23,Suelo,Venta,Girona,243,2347137,2006-07-19,María
1920,1921,2005-11-24,Oficina,Venta,Girona,87,655893,2006-03-09,Jesús
1921,1922,2005-11-24,Casa,Venta,Tarragona,223,1360523,2006-03-02,Jesús
