,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
1017,1018,2005-01-01,Local,Alquiler,Barcelona,269,1360064,2005-08-17,Jesús
1019,1020,2005-01-02,Industrial,Alquiler,Lleida,201,1176855,2005-10-07,María
1021,1022,2005-01-03,Piso,Alquiler,Tarragona,237,1177653,2005-11-10,Joaquín
1022,1023,2005-01-03,Oficina,Venta,Girona,105,889980,2005-10-16,Pedro
1023,1024,2005-01-03,Piso,Alquiler,Barcelona,172,1615424,2005-11-19,Carmen
1024,1025,2005-01-04,Industrial,Alquiler,Tarragona,216,2022624,2005-05-07,Jesús
1025,1026,2005-01-04,Parking,Alquiler,Barcelona,206,1231262,2005-07-10,Luisa
1028,1029,2005-01-05,Piso,Alquiler,Lleida,269,1089181,2005-07-25,Joaquín
1029,1030,2005-01-05,Piso,Alquiler,Tarragona,221,1194505,2005-12-12,María
1030,1031,2005-01-05,Industrial,Alquiler,Barcelona,143,1106677,2005-08-08,María
1031,1032,2005-01-06,Industrial,Alquiler,Barcelona,170,1262250,2005-11-29,Luisa
1032,1033,2005-01-06,Casa,Alquiler,Lleida,171,1236672,2005-06-07,Luisa
1034,1035,2005-01-07,Industrial,Venta,Barcelona,252,2398788,2005-11-19,Jesús
1035,1036,2005-01-07,Local,Venta,Lleida,180,1636560,2005-08-31,Luisa
1036,1037,2005-01-08,Industrial,Venta,Lleida,271,2496723,2005-12-12,Jesús
1038,1039,2005-01-09,Casa,Alquiler,Lleida,264,1441440,2005-10-28,Pedro
1039,1040,2005-01-09,Local,Venta,Barcelona,162,1315440,2005-09-16,Jesús
1040,1041,2005-01-09,Local,Alquiler,Tarragona,286,1732302,2005-08-26,Joaquín
1042,1043,2005-01-11,Suelo,Alquiler,Tarragona,186,1844004,2005-06-19,Pedro
1043,1044,2005-01-11,Piso,Alquiler,Tarragona,217,1603196,2005-12-11,Joaquín
1044,1045,2005-01-11,Parking,Alquiler,Girona,260,2402920,2005-10-09,Joaquín
1045,1046,2005-01-11,Suelo,Alquiler,Girona,240,1823280,2005-09-04,Luisa
1046,1047,2005-01-11,Oficina,Alquiler,Barcelona,157,949693,2005-11-27,Jesús
1047,1048,2005-01-12,Casa,Alquiler,Barcelona,279,2362572,2005-09-25,Luisa
1048,1049,2005-01-12,Oficina,Venta,Barcelona,73,672987,2005-04-21,Joaquín
1050,1051,2005-01-12,Parking,Venta,Lleida,246,1940448,2005-10-08,Pedro
1053,1054,2005-01-14,Oficina,Alquiler,Barcelona,251,2138771,2005-05-15,Carmen
1054,1055,2005-01-14,Local,Alquiler,Lleida,149,1250408,2005-10-30,Pedro
1057,1058,2005-01-15,Parking,Venta,Barcelona,221,1919827,2006-01-06,Joaquín
1058,1059,2005-01-16,Oficina,Venta,Girona,133,573230,2005-09-20,Jesús
1062,1063,2005-01-19,Oficina,Venta,Barcelona,213,1886541,2005-09-05,Jesús
1064,1065,2005-01-19,Industrial,Alquiler,Lleida,200,1502800,2005-10-14,Joaquín
1065,1066,2005-01-20,Suelo,Venta,Girona,287,2808008,2005-06-24,Pedro
1067,1068,2005-01-21,Parking,Venta,Barcelona,221,1471197,2005-10-17,Joaquín
1068,1069,2005-01-21,Local,Venta,Tarragona,108,1065744,2005-05-03,Pedro
1069,1070,2005-01-21,Parking,Venta,Lleida,232,1162784,2005-08-23,Pedro
1070,1071,2005-01-21,Parking,Venta,Girona,118,1134452,2005-04-27,Carmen
1072,1073,2005-01-22,Oficina,Alquiler,Tarragona,246,2083866,2005-07-25,Luisa
1073,1074,2005-01-22,Industrial,Alquiler,Lleida,293,2141830,2005-09-19,Joaquín
1074,1075,2005-01-23,Parking,Alquiler,Barcelona,290,2275050,2005-09-20,Jesús
1076,1077,2005-01-23,Local,Alquiler,Barcelona,212,1911604,2006-01-14,María
1077,1078,2005-01-24,Oficina,Alquiler,Barcelona,254,1850644,2005-11-28,Carmen
1078,1079,2005-01-24,Oficina,Venta,Girona,91,777686,2005-10-19,Luisa
1079,1080,2005-01-24,Local,Alquiler,Lleida,287,2279354,2005-12-15,Joaquín
1080,1081,2005-01-24,Piso,Alquiler,Barcelona,180,1128420,2005-10-13,Carmen
1081,1082,2005-01-25,Oficina,Venta,Tarragona,173,1615128,2005-05-06,Carmen
1082,1083,2005-01-25,Oficina,Alquiler,Tarragona,210,1332030,2006-01-02,Carmen
1083,1084,2005-01-25,Parking,Alquiler,Girona,287,1370138,2005-05-03,Joaquín
1085,1086,2005-01-25,Piso,Alquiler,Lleida,260,2546180,2005-05-23,Carmen
1086,1087,2005-01-26,Parking,Alquiler,Tarragona,197,1199730,2006-01-13,Luisa
1088,1089,2005-01-27,Industrial,Venta,Barcelona,168,1081248,2005-06-01,Carmen
1089,1090,2005-01-28,Local,Alquiler,Barcelona,253,1816793,2005-10-22,Pedro
1090,1091,2005-01-28,Oficina,Venta,Tarragona,110,943800,2006-01-26,Jesús
1091,1092,2005-01-29,Piso,Alquiler,Tarragona,299,2130375,2005-10-28,Carmen
1092,1093,2005-01-31,Parking,Alquiler,Girona,222,2209344,2005-09-09,Carmen
1093,1094,2005-02-01,Piso,Venta,Barcelona,139,1187477,2005-05-31,Carmen
1094,1095,2005-02-01,Local,Venta,Barcelona,300,1772700,2006-01-03,María
1096,1097,2005-02-01,Oficina,Venta,Tarragona,156,771108,2005-07-25,Luisa
1097,1098,2005-02-01,Suelo,Venta,Barcelona,262,1960808,2005-09-11,Pedro
1099,1100,2005-02-02,Piso,Alquiler,Tarragona,243,1814238,2006-01-29,Jesús
1101,1102,2005-02-02,Casa,Venta,Tarragona,268,1950772,2005-06-02,Joaquín
1103,1104,2005-02-03,Oficina,Venta,Lleida,114,786714,2005-09-04,Luisa
1105,1106,2005-02-04,Oficina,Venta,Girona,141,1279434,2005-09-26,Carmen
1107,1108,2005-02-05,Industrial,Alquiler,Lleida,199,1009328,2005-12-04,Pedro
1108,1109,2005-02-05,Parking,Alquiler,Tarragona,286,2064634,2005-05-26,Carmen
1111,1112,2005-02-06,Industrial,Alquiler,Barcelona,210,1602300,2005-06-26,Pedro
1112,1113,2005-02-06,Parking,Venta,Tarragona,157,1323353,2005-07-25,Luisa
1116,1117,2005-02-08,Casa,Alquiler,Girona,154,1037498,2005-09-20,Luisa
1117,1118,2005-02-09,Parking,Alquiler,Lleida,293,2741308,2005-10-20,María
1118,1119,2005-02-10,Local,Alquiler,Barcelona,286,1912482,2005-11-26,Pedro
1119,1120,2005-02-10,Local,Venta,Girona,180,1707660,2005-07-28,Joaquín
1120,1121,2005-02-10,Piso,Venta,Lleida,176,1592624,2005-05-20,Carmen
1121,1122,2005-02-11,Piso,Venta,Girona,228,1339044,2005-12-14,Pedro
1122,1123,2005-02-11,Oficina,Venta,Girona,157,879357,2005-05-17,Joaquín
1123,1124,2005-02-11,Piso,Venta,Girona,208,1215344,2005-05-27,Jesús
1124,1125,2005-02-13,Casa,Alquiler,Tarragona,245,2287075,2006-01-31,Luisa
1127,1128,2005-02-14,Parking,Venta,Barcelona,229,1859480,2006-01-06,Joaquín
1128,1129,2005-02-14,Oficina,Alquiler,Girona,119,899640,2005-12-12,Pedro
1132,1133,2005-02-15,Oficina,Venta,Lleida,132,712404,2005-08-03,Carmen
1137,1138,2005-02-16,Casa,Venta,Barcelona,257,1066550,2005-09-23,Carmen
1139,1140,2005-02-16,Suelo,Venta,Tarragona,140,1318660,2005-10-16,Pedro
1140,1141,2005-02-16,Parking,Venta,Lleida,179,1601334,2005-11-07,Jesús
1141,1142,2005-02-16,Casa,Venta,Tarragona,230,1033850,2005-10-30,María
1142,1143,2005-02-17,Suelo,Alquiler,Barcelona,254,1394206,2005-05-28,Carmen
1143,1144,2005-02-17,Suelo,Alquiler,Barcelona,256,2176768,2006-02-13,Carmen
1145,1146,2005-02-17,Oficina,Venta,Barcelona,198,1090782,2006-02-01,Joaquín
1146,1147,2005-02-18,Industrial,Alquiler,Lleida,153,1519137,2005-06-20,Carmen
1147,1148,2005-02-18,Oficina,Alquiler,Barcelona,233,984192,2006-01-28,Jesús
1148,1149,2005-02-18,Oficina,Alquiler,Lleida,61,481656,2005-09-18,Carmen
1150,1151,2005-02-18,Local,Venta,Barcelona,158,1308398,2006-02-05,Carmen
1151,1152,2005-02-19,Local,Venta,Girona,224,1966272,2005-12-02,Pedro
1152,1153,2005-02-19,Suelo,Venta,Lleida,272,2021232,2005-10-16,Jesús
1153,1154,2005-02-20,Piso,Alquiler,Barcelona,292,2865688,2005-08-21,Carmen
1155,1156,2005-02-20,Industrial,Venta,Tarragona,251,1305200,2005-12-18,Luisa
1156,1157,2005-02-20,Local,Venta,Girona,254,1614170,2006-01-18,María
1157,1158,2005-02-20,Oficina,Venta,Barcelona,298,2436448,2005-08-13,Carmen
1158,1159,2005-02-20,Industrial,Venta,Tarragona,214,1823708,2005-09-16,Joaquín
1159,1160,2005-02-21,Industrial,Venta,Barcelona,276,2148384,2005-10-12,Jesús
1160,1161,2005-02-22,Suelo,Venta,Lleida,197,1594715,2006-01-15,Luisa
1164,1165,2005-02-23,Suelo,Alquiler,Lleida,214,1665134,2005-10-21,Pedro
1165,1166,2005-02-23,Piso,Alquiler,Lleida,227,1820540,2005-10-12,Luisa
1166,1167,2005-02-23,Parking,Venta,Lleida,152,1076464,2005-05-27,Pedro
1167,1168,2005-02-24,Piso,Venta,Girona,206,1136502,2006-01-22,Pedro
1168,1169,2005-02-24,Casa,Alquiler,Tarragona,150,1051500,2006-02-17,Joaquín
1170,1171,2005-02-24,Oficina,Venta,Tarragona,120,647280,2005-09-02,Jesús
1171,1172,2005-02-24,Oficina,Venta,Girona,188,1697640,2005-08-04,Luisa
1175,1176,2005-02-26,Casa,Venta,Barcelona,133,1305129,2005-12-22,Joaquín
1177,1178,2005-02-27,Parking,Venta,Tarragona,219,1468614,2005-10-10,Pedro
1179,1180,2005-02-28,Oficina,Alquiler,Barcelona,70,354270,2005-11-18,Jesús
1181,1182,2005-03-01,Suelo,Venta,Girona,177,1203246,2006-02-20,Carmen
1183,1184,2005-03-01,Oficina,Alquiler,Lleida,94,639952,2005-09-26,Luisa
1184,1185,2005-03-02,Piso,Venta,Barcelona,236,1388388,2006-02-04,Joaquín
1188,1189,2005-03-03,Piso,Alquiler,Barcelona,255,1471605,2005-10-11,Carmen
1189,1190,2005-03-03,Parking,Venta,Girona,153,1401633,2005-09-14,Carmen
1190,1191,2005-03-03,Industrial,Venta,Barcelona,142,1256274,2005-07-21,Pedro
1191,1192,2005-03-04,Casa,Alquiler,Girona,235,2055310,2006-01-03,Jesús
1192,1193,2005-03-04,Casa,Alquiler,Barcelona,239,1320236,2005-08-03,Carmen
1198,1199,2005-03-06,Oficina,Alquiler,Barcelona,42,235746,2005-07-25,Joaquín
1201,1202,2005-03-07,Suelo,Alquiler,Tarragona,139,1100046,2005-08-28,María
1202,1203,2005-03-07,Industrial,Venta,Lleida,237,1013175,2006-01-10,Pedro
1203,1204,2005-03-07,Oficina,Venta,Barcelona,255,2151435,2005-08-26,Pedro
1204,1205,2005-03-07,Local,Venta,Barcelona,213,2105079,2005-07-25,Joaquín
1206,1207,2005-03-07,Oficina,Venta,Tarragona,250,1531000,2006-02-09,Joaquín
1207,1208,2005-03-08,Suelo,Alquiler,Girona,236,1449512,2006-02-05,Joaquín
1209,1210,2005-03-09,Suelo,Alquiler,Lleida,247,1504477,2006-01-03,Jesús
1211,1212,2005-03-10,Casa,Venta,Barcelona,143,1246960,2005-09-28,Carmen
1212,1213,2005-03-10,Casa,Venta,Tarragona,154,1238006,2005-09-04,María
1215,1216,2005-03-10,Piso,Alquiler,Lleida,281,2688046,2005-10-24,Luisa
1216,1217,2005-03-11,Casa,Venta,Barcelona,184,1830800,2006-01-25,Pedro
1217,1218,2005-03-11,Piso,Venta,Girona,241,1729416,2005-09-18,Carmen
1218,1219,2005-03-11,Suelo,Venta,Barcelona,251,2234653,2005-08-01,Luisa
1220,1221,2005-03-12,Local,Alquiler,Barcelona,269,2032295,2005-11-27,Joaquín
1221,1222,2005-03-12,Piso,Alquiler,Tarragona,245,1377880,2005-07-10,Joaquín
1222,1223,2005-03-12,Parking,Venta,Girona,181,1805475,2005-06-10,María
1223,1224,2005-03-13,Parking,Venta,Tarragona,124,1070740,2005-12-22,Carmen
1225,1226,2005-03-14,Piso,Venta,Lleida,291,1497195,2005-08-17,María
1226,1227,2005-03-14,Industrial,Alquiler,Girona,164,1526840,2005-10-20,María
1229,1230,2005-03-15,Suelo,Venta,Girona,268,2422720,2005-11-27,Carmen
1230,1231,2005-03-16,Suelo,Venta,Barcelona,130,1292980,2005-11-11,Luisa
1234,1235,2005-03-18,Piso,Venta,Lleida,233,1673173,2005-06-28,Joaquín
1235,1236,2005-03-18,Oficina,Venta,Barcelona,116,841232,2006-01-18,María
1239,1240,2005-03-19,Industrial,Alquiler,Lleida,285,2562435,2005-06-20,Carmen
1243,1244,2005-03-20,Oficina,Alquiler,Barcelona,274,1152718,2005-07-31,Pedro
1244,1245,2005-03-20,Parking,Venta,Girona,276,1477428,2005-11-23,María
1246,1247,2005-03-22,Industrial,Venta,Barcelona,268,1557884,2005-12-09,Luisa
1249,1250,2005-03-23,Piso,Venta,Girona,163,1362843,2006-01-31,Luisa
1251,1252,2005-03-23,Oficina,Venta,Barcelona,126,867636,2005-11-02,Luisa
1255,1256,2005-03-24,Piso,Venta,Girona,168,1620192,2005-10-09,María
1256,1257,2005-03-25,Parking,Venta,Girona,117,1149525,2006-02-27,Pedro
1257,1258,2005-03-25,Casa,Alquiler,Tarragona,241,1248862,2005-08-22,Jesús
1258,1259,2005-03-25,Industrial,Venta,Tarragona,180,1495260,2005-11-03,Luisa
1260,1261,2005-03-26,Suelo,Alquiler,Tarragona,187,1194930,2006-02-08,Jesús
1263,1264,2005-03-28,Oficina,Alquiler,Tarragona,186,1843074,2005-10-04,Pedro
1265,1266,2005-03-28,Oficina,Venta,Tarragona,57,363261,2005-07-24,Joaquín
1267,1268,2005-03-30,Industrial,Alquiler,Girona,167,1191044,2006-03-30,Joaquín
1268,1269,2005-03-30,Piso,Venta,Barcelona,138,1307688,2006-02-11,María
1270,1271,2005-03-30,Parking,Venta,Tarragona,196,1730876,2005-07-12,Luisa
1271,1272,2005-03-30,Suelo,Alquiler,Girona,216,1500984,2005-10-23,Joaquín
1272,1273,2005-03-31,Piso,Venta,Girona,283,1599233,2005-11-04,Pedro
1273,1274,2005-03-31,Piso,Venta,Lleida,189,1821771,2005-07-09,Pedro
1274,1275,2005-04-01,Piso,Alquiler,Tarragona,278,1754180,2005-12-03,Luisa
1275,1276,2005-04-02,Industrial,Alquiler,Lleida,222,1617270,2005-12-04,Luisa
1276,1277,2005-04-02,Industrial,Alquiler,Lleida,285,2232690,2006-01-29,María
1277,1278,2005-04-02,Piso,Alquiler,Lleida,132,1040028,2005-11-17,María
1279,1280,2005-04-03,Industrial,Alquiler,Lleida,285,1938000,2005-09-26,Joaquín
1280,1281,2005-04-04,Piso,Venta,Girona,176,1004608,2006-01-06,Jesús
1285,1286,2005-04-05,Parking,Alquiler,Girona,297,2872287,2005-09-16,Luisa
1286,1287,2005-04-05,Suelo,Venta,Barcelona,194,1612334,2005-09-21,Jesús
1287,1288,2005-04-05,Casa,Alquiler,Tarragona,244,2413648,2006-01-06,María
1288,1289,2005-04-05,Casa,Alquiler,Tarragona,259,1857807,2005-11-07,Luisa
1289,1290,2005-04-05,Casa,Alquiler,Lleida,175,1560125,2005-07-21,Luisa
1290,1291,2005-04-06,Industrial,Venta,Tarragona,131,1273320,2005-11-30,Joaquín
1291,1292,2005-04-06,Industrial,Alquiler,Lleida,170,1566720,2005-09-02,Pedro
1292,1293,2005-04-06,Industrial,Venta,Tarragona,230,1806650,2005-11-30,Pedro
1294,1295,2005-04-07,Oficina,Alquiler,Girona,214,899228,2005-12-24,Luisa
1295,1296,2005-04-07,Oficina,Venta,Lleida,89,716272,2005-08-31,Carmen
1296,1297,2005-04-07,Industrial,Venta,Girona,230,1751450,2005-07-07,Jesús
1297,1298,2005-04-08,Industrial,Venta,Barcelona,248,1179488,2005-12-26,Jesús
1298,1299,2005-04-09,Local,Venta,Girona,290,1702590,2006-04-09,Pedro
1300,1301,2005-04-10,Suelo,Venta,Tarragona,299,2531334,2005-12-18,Carmen
1301,1302,2005-04-11,Casa,Venta,Girona,288,2371392,2005-11-17,Luisa
1304,1305,2005-04-14,Oficina,Venta,Tarragona,91,778141,2005-09-15,Jesús
1305,1306,2005-04-14,Casa,Venta,Barcelona,274,2229812,2005-08-26,María
1306,1307,2005-04-15,Industrial,Venta,Girona,264,2589312,2005-07-20,Pedro
1307,1308,2005-04-15,Parking,Venta,Lleida,149,1004707,2006-01-18,Joaquín
1309,1310,2005-04-15,Casa,Alquiler,Lleida,267,1517628,2006-02-14,Carmen
1310,1311,2005-04-15,Casa,Alquiler,Girona,185,1059680,2005-07-14,Pedro
1311,1312,2005-04-16,Oficina,Venta,Girona,180,1523880,2005-11-11,Jesús
1313,1314,2005-04-17,Local,Alquiler,Tarragona,142,1205864,2006-02-05,Luisa
1314,1315,2005-04-17,Parking,Alquiler,Lleida,116,1035416,2006-02-01,María
1315,1316,2005-04-17,Piso,Alquiler,Barcelona,223,1795819,2005-08-30,Luisa
1316,1317,2005-04-17,Oficina,Venta,Tarragona,93,375999,2006-01-12,Pedro
1317,1318,2005-04-17,Casa,Alquiler,Tarragona,275,1543850,2005-12-21,María
1318,1319,2005-04-18,Casa,Alquiler,Lleida,281,1727588,2006-04-07,Luisa
1320,1321,2005-04-18,Local,Alquiler,Girona,271,2478566,2005-07-21,Pedro
1321,1322,2005-04-18,Local,Venta,Lleida,245,2396835,2005-08-18,Joaquín
1323,1324,2005-04-19,Oficina,Venta,Girona,48,454416,2005-09-25,Pedro
1327,1328,2005-04-20,Parking,Alquiler,Barcelona,273,2306031,2005-09-25,Carmen
1328,1329,2005-04-20,Oficina,Venta,Girona,182,1367366,2005-07-21,Carmen
1329,1330,2005-04-20,Casa,Alquiler,Lleida,263,2094795,2006-02-12,Carmen
1330,1331,2005-04-21,Piso,Venta,Tarragona,176,1435632,2006-03-10,Luisa
1331,1332,2005-04-21,Parking,Alquiler,Tarragona,281,1619122,2005-09-26,Luisa
1335,1336,2005-04-22,Industrial,Alquiler,Tarragona,266,2583126,2005-12-02,Pedro
1337,1338,2005-04-24,Oficina,Venta,Girona,40,163920,2006-04-09,Carmen
1338,1339,2005-04-24,Oficina,Alquiler,Tarragona,77,716793,2006-02-25,Pedro
1339,1340,2005-04-24,Oficina,Venta,Tarragona,172,1033548,2006-01-01,Carmen
1340,1341,2005-04-25,Local,Venta,Girona,132,1007688,2005-12-26,Luisa
1341,1342,2005-04-25,Parking,Venta,Barcelona,194,1698664,2006-03-20,Carmen
1342,1343,2005-04-25,Suelo,Alquiler,Barcelona,269,2292149,2006-01-22,Carmen
1343,1344,2005-04-25,Parking,Venta,Tarragona,285,1500240,2005-08-20,Carmen
1347,1348,2005-04-26,Casa,Venta,Lleida,201,1850004,2006-01-15,Joaquín
1351,1352,2005-04-27,Piso,Venta,Girona,189,1064637,2005-11-29,Jesús
1352,1353,2005-04-27,Industrial,Alquiler,Barcelona,269,1702501,2005-12-10,Luisa
1353,1354,2005-04-28,Industrial,Venta,Barcelona,242,2418064,2005-10-24,Jesús
1355,1356,2005-04-28,Suelo,Venta,Barcelona,161,1421308,2005-11-12,Pedro
1356,1357,2005-04-28,Local,Venta,Lleida,285,1827420,2006-02-06,Luisa
1357,1358,2005-04-29,Local,Venta,Tarragona,274,2474494,2006-03-25,Carmen
1358,1359,2005-04-29,Parking,Venta,Tarragona,256,1059328,2006-04-17,Jesús
1359,1360,2005-04-29,Parking,Venta,Tarragona,196,1201480,2005-09-18,María
1360,1361,2005-04-30,Local,Venta,Tarragona,186,1179612,2005-10-06,Carmen
1361,1362,2005-04-30,Oficina,Alquiler,Tarragona,172,1441188,2006-04-12,Luisa
1367,1368,2005-05-02,Oficina,Venta,Tarragona,45,183105,2005-12-06,Joaquín
1369,1370,2005-05-02,Oficina,Alquiler,Lleida,240,1270800,2006-04-25,Luisa
1371,1372,2005-05-04,Industrial,Venta,Barcelona,286,2633774,2005-09-01,Carmen
1372,1373,2005-05-04,Suelo,Venta,Lleida,224,2211328,2006-02-23,Pedro
1373,1374,2005-05-04,Local,Venta,Barcelona,214,1287210,2005-12-21,Joaquín
1374,1375,2005-05-04,Casa,Venta,Girona,175,1363950,2005-09-11,Jesús
1377,1378,2005-05-05,Oficina,Alquiler,Tarragona,186,1543428,2005-08-25,Pedro
1378,1379,2005-05-06,Parking,Alquiler,Barcelona,119,1013523,2005-08-17,Joaquín
1381,1382,2005-05-06,Parking,Venta,Tarragona,248,1352096,2006-03-14,Jesús
1383,1384,2005-05-07,Oficina,Alquiler,Lleida,101,634583,2006-04-21,María
1384,1385,2005-05-08,Parking,Venta,Barcelona,258,2066064,2005-11-25,María
1385,1386,2005-05-08,Casa,Alquiler,Barcelona,245,1244600,2006-01-03,Luisa
1386,1387,2005-05-08,Oficina,Alquiler,Lleida,141,843180,2005-12-25,Carmen
1387,1388,2005-05-08,Casa,Venta,Girona,270,2288520,2005-11-02,Joaquín
1388,1389,2005-05-08,Parking,Venta,Girona,203,1892772,2006-03-26,María
1389,1390,2005-05-09,Oficina,Venta,Lleida,111,924741,2006-03-15,Carmen
1391,1392,2005-05-09,Suelo,Alquiler,Girona,235,1046925,2005-12-05,Carmen
1392,1393,2005-05-09,Oficina,Venta,Tarragona,44,305756,2005-11-02,Carmen
1393,1394,2005-05-09,Casa,Venta,Barcelona,254,2011934,2006-03-04,Jesús
1394,1395,2005-05-10,Local,Venta,Girona,252,1923264,2005-09-21,Carmen
1395,1396,2005-05-10,Industrial,Alquiler,Lleida,292,1177052,2006-04-30,Jesús
1396,1397,2005-05-10,Local,Alquiler,Lleida,223,1623217,2005-08-12,Luisa
1397,1398,2005-05-10,Oficina,Alquiler,Barcelona,107,899014,2006-04-09,María
1398,1399,2005-05-11,Oficina,Venta,Girona,166,804768,2005-12-04,María
1399,1400,2005-05-13,Suelo,Venta,Lleida,190,1670100,2005-11-10,María
1400,1401,2005-05-13,Casa,Venta,Barcelona,280,2349200,2006-04-13,Pedro
1401,1402,2005-05-13,Industrial,Venta,Tarragona,155,1133050,2006-02-28,Pedro
1402,1403,2005-05-14,Suelo,Alquiler,Girona,254,2417572,2005-09-20,María
1403,1404,2005-05-15,Local,Venta,Barcelona,188,1453428,2005-09-14,Joaquín
1405,1406,2005-05-15,Parking,Venta,Barcelona,163,1531222,2005-10-28,Joaquín
1406,1407,2005-05-16,Oficina,Venta,Tarragona,233,1864000,2005-12-06,Luisa
1407,1408,2005-05-16,Parking,Venta,Barcelona,185,1384355,2005-11-15,Luisa
1408,1409,2005-05-16,Industrial,Venta,Lleida,206,1733696,2005-09-16,Pedro
1409,1410,2005-05-18,Oficina,Venta,Tarragona,80,662000,2006-04-08,Carmen
1411,1412,2005-05-18,Industrial,Alquiler,Girona,233,2120067,2006-02-24,Jesús
1412,1413,2005-05-18,Oficina,Venta,Barcelona,159,742848,2005-10-12,Joaquín
1413,1414,2005-05-21,Piso,Alquiler,Tarragona,209,1206766,2005-11-09,Joaquín
1416,1417,2005-05-21,Piso,Venta,Tarragona,262,1137866,2005-10-23,Joaquín
1418,1419,2005-05-21,Industrial,Alquiler,Barcelona,244,1300276,2006-03-21,Joaquín
1419,1420,2005-05-21,Oficina,Venta,Tarragona,169,1040871,2005-09-02,Pedro
1420,1421,2005-05-22,Industrial,Venta,Barcelona,196,1584856,2005-09-02,Joaquín
1421,1422,2005-05-22,Parking,Alquiler,Girona,282,1132230,2006-03-20,Pedro
1422,1423,2005-05-23,Parking,Alquiler,Tarragona,280,1240400,2005-11-04,Jesús
1423,1424,2005-05-23,Local,Alquiler,Barcelona,185,1583785,2005-09-17,Luisa
1426,1427,2005-05-24,Parking,Alquiler,Girona,223,2228439,2005-09-17,Carmen
1427,1428,2005-05-24,Suelo,Alquiler,Tarragona,195,1539135,2005-10-02,Luisa
1428,1429,2005-05-25,Local,Alquiler,Lleida,200,1046800,2006-03-03,María
1430,1431,2005-05-25,Piso,Venta,Barcelona,208,1792128,2006-04-15,Jesús
1432,1433,2005-05-26,Industrial,Alquiler,Tarragona,273,1610973,2006-03-21,Pedro
1435,1436,2005-05-27,Industrial,Venta,Lleida,175,1428350,2005-11-08,Jesús
1436,1437,2005-05-27,Industrial,Venta,Barcelona,261,1435239,2006-03-22,Joaquín
1437,1438,2005-05-28,Parking,Venta,Lleida,108,1001376,2006-02-10,Carmen
1438,1439,2005-05-28,Industrial,Venta,Girona,233,1306664,2005-10-30,Luisa
1439,1440,2005-05-28,Parking,Venta,Girona,255,1504755,2005-10-31,Luisa
1440,1441,2005-05-29,Industrial,Alquiler,Tarragona,249,2116251,2006-01-14,Carmen
1441,1442,2005-05-29,Industrial,Venta,Barcelona,160,1496320,2006-05-08,María
1446,1447,2005-05-31,Oficina,Alquiler,Barcelona,96,567072,2005-10-30,Jesús
1447,1448,2005-05-31,Oficina,Alquiler,Lleida,188,1579012,2006-04-14,María
1450,1451,2005-06-02,Suelo,Venta,Barcelona,269,1779435,2006-05-18,Jesús
1452,1453,2005-06-04,Suelo,Alquiler,Lleida,258,1687836,2006-03-25,María
1453,1454,2005-06-04,Piso,Alquiler,Tarragona,193,1605374,2006-01-13,Joaquín
1454,1455,2005-06-04,Casa,Venta,Tarragona,182,1047774,2006-01-31,Jesús
1455,1456,2005-06-05,Oficina,Venta,Tarragona,223,2190752,2006-04-24,Joaquín
1456,1457,2005-06-05,Oficina,Venta,Lleida,93,496806,2006-03-17,Joaquín
1457,1458,2005-06-05,Parking,Venta,Girona,277,1691085,2005-11-19,Pedro
1459,1460,2005-06-06,Oficina,Alquiler,Girona,228,1039452,2006-01-11,Carmen
1462,1463,2005-06-07,Parking,Alquiler,Tarragona,177,1591584,2005-10-30,Joaquín
1463,1464,2005-06-07,Casa,Venta,Girona,179,1393157,2005-11-26,Luisa
1466,1467,2005-06-09,Casa,Venta,Lleida,299,2333097,2005-09-15,María
1467,1468,2005-06-09,Oficina,Alquiler,Tarragona,131,1297686,2006-05-01,Carmen
1469,1470,2005-06-09,Industrial,Alquiler,Tarragona,274,2690954,2006-05-17,Joaquín
1471,1472,2005-06-10,Parking,Alquiler,Lleida,141,1250952,2006-02-26,Luisa
1472,1473,2005-06-10,Piso,Venta,Barcelona,213,1955340,2006-04-23,Jesús
1473,1474,2005-06-11,Casa,Alquiler,Tarragona,269,2549313,2006-02-20,Carmen
1475,1476,2005-06-11,Parking,Alquiler,Lleida,248,2172232,2005-09-20,Pedro
1477,1478,2005-06-12,Casa,Alquiler,Tarragona,229,1504301,2006-04-08,Joaquín
1479,1480,2005-06-13,Oficina,Venta,Barcelona,124,1053628,2006-04-13,María
1480,1481,2005-06-13,Local,Alquiler,Tarragona,261,1344933,2005-09-24,Pedro
1482,1483,2005-06-13,Oficina,Venta,Barcelona,64,368384,2005-09-15,Jesús
1483,1484,2005-06-13,Parking,Alquiler,Barcelona,282,2677590,2006-04-08,Luisa
1484,1485,2005-06-14,Oficina,Venta,Barcelona,151,1484028,2006-03-24,Jesús
1485,1486,2005-06-15,Local,Alquiler,Girona,167,1121906,2005-11-12,Carmen
1488,1489,2005-06-15,Suelo,Venta,Lleida,144,1323792,2005-09-17,Jesús
1490,1491,2005-06-16,Oficina,Alquiler,Girona,138,1241034,2006-06-05,Carmen
1491,1492,2005-06-16,Piso,Alquiler,Tarragona,165,1405305,2006-02-01,Carmen
1492,1493,2005-06-16,Industrial,Alquiler,Tarragona,250,1001750,2005-11-23,Joaquín
